life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,thinness_1-19_years,schooling,status_Developing
56.8,284.0,25,1.19,75.91429496,74.0,176,21.0,39,76.0,4.75,74.0,2.0,8.5,8.7,1
56.5,285.0,25,1.13,7.106997355,7.0,210,2.5,39,73.0,4.73,7.0,2.1,8.7,8.5,1
56.1,285.0,25,1.15,10.73628066,75.0,262,2.1,39,74.0,4.56,72.0,2.1,8.9,8.1,1
55.8,285.0,25,1.35,8.931827297,73.0,217,19.7,40,75.0,4.63,73.0,2.1,9.1,7.7,1
55.6,283.0,25,1.23,40.48815233,15.0,1588,19.2,40,76.0,4.27,75.0,2.1,9.3,7.3,1
55.5,281.0,25,1.29,45.33476384,62.57142857142857,5859,18.8,40,77.0,4.69,76.0,2.1,9.5,6.6,1
55.4,279.0,25,1.34,37.38182018,62.57142857142857,4244,18.4,40,78.0,4.34,78.0,2.0,9.7,6.4,1
69.8,211.0,0,0.2786666666666667,0.0,99.0,11,24.5,0,98.0,5.346,99.0,0.5,15.4,12.5,1
69.4,216.0,0,0.01,209.3921344,99.0,0,23.6,1,98.0,3.57,99.0,0.5,15.7,12.5,1
69.1,219.0,0,0.01,19.79057439,97.0,0,22.7,1,97.0,3.83,97.0,0.6,15.9,12.6,1
68.7,223.0,0,0.01,188.7373664,97.0,1,21.9,1,97.0,3.7,97.0,0.6,16.1,12.3,1
68.3,225.0,0,0.23,289.8524057,95.0,10,21.1,1,95.0,4.73,95.0,0.5,16.3,11.9,1
67.9,228.0,1,0.28,244.0391949,91.0,21,2.3,1,92.0,5.17,91.0,0.5,16.6,11.4,1
67.4,232.0,1,0.17,27.48907048,93.0,6,19.5,1,93.0,6.3,93.0,0.4,16.8,10.9,1
67.0,234.0,1,0.21,302.667579,96.0,7,18.8,1,96.0,6.58,96.0,0.4,17.1,10.5,1
66.5,238.0,1,0.16,283.806236,95.0,11,18.0,1,93.0,5.88,95.0,0.3,17.3,10.1,1
65.8,245.0,1,0.29,169.2023968,95.0,2,17.4,1,96.0,5.27,95.0,0.3,17.5,9.6,1
65.0,254.0,1,0.73,145.5965445,95.0,11,16.7,1,95.0,5.28,95.0,0.3,17.8,9.2,1
64.2,263.0,1,0.96,2.586698228,89.0,3,16.1,1,9.0,4.41,89.0,0.3,18.0,8.8,1
63.3,273.0,1,0.52,19.15664091,95.0,0,15.5,1,96.0,4.9,95.0,0.2,18.3,8.4,1
62.5,282.0,1,0.29,151.97551930000003,83.0,27,14.9,1,89.0,7.75,86.0,0.1,18.6,8.0,1
61.7,29.0,1,0.14,8.574029812000001,89.0,756,14.4,1,88.0,5.91,88.0,0.1,18.9,7.6,1
62.0,312.0,1,0.17,93.35872844,98.0,418,13.9,1,98.0,6.91,92.0,0.1,19.2,7.3,1
77.0,186.0,8,3.212,0.0,99.0,0,52.6,10,99.0,5.626,99.0,0.1,1.2,13.8,1
74.0,189.0,8,3.62,0.0,98.0,0,51.9,10,99.0,6.33,98.0,0.1,1.2,13.8,1
71.0,192.0,8,3.78,0.0,94.0,0,51.2,10,95.0,5.96,94.0,0.1,1.2,13.8,1
69.8,194.0,8,3.89,0.0,93.0,0,5.6,11,93.0,5.56,93.0,0.1,1.2,13.8,1
69.3,198.0,9,3.93,0.0,95.0,0,49.9,11,95.0,5.49,95.0,0.2,1.2,13.8,1
68.7,22.0,9,3.95,0.0,91.0,0,49.3,12,9.0,5.44,91.0,0.2,1.2,13.8,1
68.0,27.0,10,3.87,0.0,93.0,0,48.6,12,92.0,5.76,93.0,0.2,1.2,13.8,1
67.4,211.0,10,3.77,0.0,88.0,0,48.0,13,87.0,5.0,88.0,0.2,1.3,14.0,1
66.8,216.0,11,3.47,0.0,84.0,0,47.3,14,85.0,4.96,84.0,0.2,1.3,14.1,1
66.2,219.0,11,3.23,0.0,83.0,0,46.7,15,82.0,5.19,83.0,0.2,1.3,14.3,1
65.7,222.0,12,2.86,0.0,85.0,0,46.0,16,84.0,5.67,85.0,0.2,1.3,14.4,1
65.1,226.0,12,2.66,0.0,84.0,0,45.4,16,84.0,5.22,84.0,0.2,1.4,14.6,1
64.5,23.0,13,2.37,0.0,8.0,0,44.7,17,82.0,5.3,88.0,0.2,1.4,14.4,1
63.9,234.0,14,2.26,0.0,77.0,0,44.0,18,76.0,6.53,77.0,0.1,1.4,14.0,1
63.3,238.0,14,2.2,0.0,77.0,0,43.3,19,71.0,6.31,71.0,0.1,1.5,13.7,1
62.6,243.0,15,2.32,0.0,77.0,122,42.6,20,74.0,5.67,75.0,0.1,1.5,13.3,1
77.4,88.0,0,4.405333333333333,0.0,82.0,1677,55.8,0,74.0,8.741999999999999,82.0,0.1,2.3,14.2,1
77.2,89.0,0,4.03,732.8662491,89.0,3000,55.3,0,86.0,9.57,86.0,0.1,2.4,14.2,1
77.0,9.0,0,4.12,75.61062911,91.0,0,54.7,0,87.0,9.46,89.0,0.1,2.4,14.2,1
76.8,92.0,0,4.61,693.8226461,92.0,22,54.2,0,87.0,9.94,92.0,0.1,2.5,13.9,1
76.9,92.0,0,4.64,7.959131146,88.0,10,53.7,0,89.0,9.71,88.0,0.1,2.6,13.4,1
76.4,94.0,0,4.54,630.3883563999999,89.0,45,53.1,0,9.0,9.58,89.0,0.1,2.6,13.3,1
76.1,97.0,0,4.75,645.021302,9.0,22,52.6,0,9.0,9.64,9.0,0.1,2.7,13.3,1
76.0,98.0,0,5.13,66.04635027,88.0,8,52.1,0,92.0,8.58,91.0,0.1,2.8,13.1,1
75.4,16.0,0,5.16,8.240355867,94.0,166,51.5,0,95.0,8.37,95.0,0.1,2.8,12.9,1
75.7,1.0,0,4.82,38.25414065,9.0,17,51.0,0,91.0,8.28,87.0,0.1,2.9,12.7,1
75.0,12.0,0,4.56,45.71354264,93.0,23,5.5,0,95.0,8.5,93.0,0.1,2.9,12.5,1
75.5,99.0,0,4.25,3.4799188589999996,36.0,28,49.9,0,87.0,9.4,84.0,0.1,3.0,12.3,1
75.2,12.0,0,4.14,39.86518043,71.66666666666667,18,49.4,0,87.0,7.94,87.0,0.1,3.0,12.1,1
75.4,11.0,0,3.84,151.1399301,71.66666666666666,28,48.8,0,86.0,7.1,8.0,0.1,3.1,11.9,1
74.9,113.0,0,3.85,143.29474869999999,71.66666666666666,0,48.2,0,92.0,7.16,91.0,0.1,3.2,11.6,1
74.6,116.0,0,3.64,165.6168642,71.66666666666667,43,47.6,0,87.0,7.9,85.0,0.1,3.3,0.0,1
65.7,256.0,2,4.67,0.0,95.0,0,37.9,2,96.0,5.510666666666666,95.0,2.2,6.4,12.6,1
65.1,268.0,2,0.01,662.802194,95.0,1,37.3,2,96.0,5.41,95.0,2.3,6.7,12.6,1
64.2,286.0,2,0.01,1.117811275,95.0,1,36.8,2,96.0,5.84,95.0,2.8,7.0,12.6,1
63.4,3.0,2,0.01,12.83447357,95.0,7,36.2,3,96.0,6.27,95.0,4.4,7.3,12.5,1
62.2,325.0,2,5.76,668.9562854,95.0,8,35.7,3,96.0,5.25,95.0,5.5,7.7,12.4,1
61.1,349.0,2,5.99,547.0386679,95.0,853,35.2,3,96.0,5.64,95.0,6.2,8.0,12.3,1
59.2,393.0,2,5.01,426.78556619999995,94.0,184,34.7,3,96.0,6.39,96.0,9.0,8.4,12.2,1
57.5,427.0,2,6.56,476.86258719999995,94.0,0,34.2,3,96.0,5.55,96.0,12.7,8.8,12.1,1
56.9,436.0,2,6.21,512.5887995,93.0,1,33.7,3,96.0,4.71,96.0,13.4,9.2,12.1,1
54.8,491.0,2,6.45,76.31867911,93.0,6,33.2,3,96.0,4.93,96.0,14.4,9.6,11.9,1
51.7,566.0,2,6.37,629.8425642999999,92.0,5,32.7,3,96.0,5.62,96.0,20.6,1.0,11.9,1
48.1,652.0,2,4.9,469.5823898,91.0,1,32.2,4,96.0,5.56,96.0,28.4,1.5,11.8,1
46.4,693.0,2,5.51,299.3671252,9.0,59,31.6,4,96.0,4.65,96.0,31.9,1.9,11.8,1
46.0,699.0,2,6.41,6.3300072,88.0,7,31.1,4,97.0,6.47,97.0,34.6,11.4,11.9,1
46.7,679.0,2,5.48,306.9527349,87.0,1,3.5,4,97.0,5.73,97.0,37.2,11.8,11.8,1
47.8,647.0,2,5.37,250.8916484,86.0,2672,29.9,4,97.0,4.64,97.0,38.8,12.3,11.7,1
75.0,142.0,42,7.213333333333333,0.0,96.0,214,56.1,47,98.0,8.019333333333332,96.0,0.1,2.7,15.2,1
74.8,144.0,44,7.32,83.16465362,96.0,876,55.3,49,96.0,8.32,93.0,0.1,2.7,15.2,1
74.7,146.0,46,7.24,916.2708449999999,96.0,220,54.5,52,96.0,8.48,97.0,0.1,2.8,14.2,1
74.5,148.0,49,7.55,843.1946259,96.0,2,53.6,54,96.0,8.26,95.0,0.1,2.8,14.2,1
74.1,152.0,51,7.58,1084.999766,98.0,43,52.8,57,98.0,8.9,99.0,0.1,2.9,14.0,1
73.8,154.0,54,7.52,1111.191325,96.0,68,52.0,61,99.0,8.27,99.0,0.1,2.9,13.8,1
73.6,157.0,57,7.33,564.5233902000001,99.0,0,51.1,64,99.0,8.65,99.0,0.1,3.0,13.8,1
73.4,158.0,61,7.21,526.3780636,96.0,0,5.3,68,99.0,8.24,99.0,0.1,3.0,13.3,1
73.3,159.0,65,7.19,394.93212989999995,99.0,0,49.4,73,99.0,8.28,99.0,0.1,3.1,13.5,1
73.0,161.0,70,7.1,30.30374691,99.0,57,48.6,79,99.0,8.36,99.0,0.1,3.1,13.8,1
72.7,163.0,75,6.97,23.76370075,98.0,6,47.8,85,99.0,8.27,99.0,0.1,3.2,13.8,1
72.0,17.0,81,6.85,186.6090485,96.0,0,46.9,93,99.0,7.7,99.0,0.1,3.2,14.0,1
71.8,172.0,88,6.95,15.85781237,97.0,2,46.1,100,99.0,6.94,99.0,0.1,3.3,14.8,1
71.4,176.0,95,7.0,140.98247659999998,92.0,1,45.3,109,99.0,7.13,99.0,0.1,3.3,14.6,1
71.0,179.0,103,7.13,149.4802091,91.0,1,44.5,118,99.0,7.19,98.0,0.1,3.4,14.3,1
75.0,183.0,111,7.26,179.4777293,94.0,36,43.7,127,99.0,7.3,98.0,0.1,3.4,14.1,1
77.7,78.0,0,0.3786666666666667,0.0,99.0,4,41.2,0,99.0,2.8200000000000003,99.0,0.1,5.7,14.9,1
77.6,8.0,0,0.01,269.1432784,99.0,1,4.2,0,99.0,2.65,99.0,0.1,5.7,15.0,1
77.1,84.0,0,0.01,2845.3064440000003,98.0,0,39.2,0,99.0,2.61,99.0,0.1,5.8,14.9,1
78.3,79.0,0,0.01,3192.6344129999998,99.0,1,38.2,0,99.0,2.3,99.0,0.1,5.8,14.4,1
77.4,79.0,0,0.97,295.7730171,93.0,4,37.2,0,99.0,2.25,97.0,0.1,5.9,14.1,1
76.9,79.0,0,0.88,2218.364226,96.0,0,36.2,0,99.0,2.73,95.0,0.1,5.9,14.2,1
76.8,88.0,0,0.25,1873.686852,96.0,2,35.2,0,99.0,2.85,99.0,0.1,6.0,14.1,1
77.2,84.0,0,0.67,2538.9410329999996,96.0,3,34.2,0,97.0,2.23,98.0,0.1,6.1,14.2,1
76.0,1.0,0,0.85,2048.557422,97.0,0,33.2,0,95.0,2.32,99.0,0.1,6.2,14.3,1
76.3,93.0,0,0.67,24.97532919,99.0,0,32.2,0,94.0,2.24,97.0,0.1,6.3,14.3,1
76.2,92.0,0,0.16,179.7147814,99.0,9,31.2,0,93.0,2.62,94.0,0.1,6.4,14.1,1
76.4,89.0,0,0.11,1504.30004,99.0,16,3.1,0,92.0,3.1,92.0,0.1,6.5,13.7,1
76.0,89.0,0,0.12,1406.51194,99.0,24,29.1,0,99.0,3.9,92.0,0.1,6.6,13.4,1
74.8,95.0,0,0.13,941.7036867999999,99.0,0,28.0,0,99.0,3.4,94.0,0.1,6.7,13.3,1
74.7,19.0,0,0.47,1078.66244,99.0,11,27.0,0,99.0,3.6,97.0,0.1,6.8,13.4,1
74.4,16.0,0,0.37,11.79686108,99.0,42,26.1,0,99.0,3.5,99.0,0.1,6.8,13.4,1
59.9,26.0,38,4.241333333333333,0.0,91.0,99,19.4,61,91.0,6.037999999999999,91.0,0.6,8.0,7.7,1
59.3,268.0,39,0.01,8.386339501,91.0,343,18.8,63,91.0,4.96,91.0,0.6,8.2,7.7,1
59.0,27.0,40,4.64,88.97040214,88.0,375,18.2,66,89.0,5.91,88.0,0.7,8.4,7.5,1
58.6,271.0,41,4.75,78.76987363,9.0,7362,17.7,68,9.0,5.33,9.0,0.8,8.6,7.2,1
58.1,275.0,42,4.51,85.55592906,91.0,860,17.1,71,9.0,5.17,91.0,0.9,8.8,6.7,1
57.5,279.0,43,4.55,90.46018236,91.0,2511,16.6,74,9.0,7.17,91.0,1.0,9.0,6.3,1
56.9,283.0,44,4.55,81.14304705,92.0,54118,16.1,77,91.0,7.41,92.0,1.1,9.3,5.9,1
56.1,288.0,45,4.5,107.79883390000002,93.0,395,15.6,80,92.0,6.77,93.0,1.5,9.5,5.4,1
55.3,293.0,46,4.58,73.92730583,89.0,12,15.1,83,93.0,6.63,89.0,1.7,9.8,4.9,1
54.3,32.0,47,4.73,64.24025208,76.0,125,14.6,86,94.0,6.58,86.0,2.0,1.0,4.7,1
53.3,313.0,48,4.88,8.769989329,81.1,253,14.2,89,94.0,6.87,82.0,2.3,1.3,4.3,1
52.4,323.0,49,4.54,56.96108089,81.10000000000001,77,13.7,91,83.0,6.45,79.0,2.5,1.5,3.9,1
51.6,332.0,49,4.58,41.60951275,81.10000000000001,2946,13.3,92,83.0,5.61,79.0,2.9,1.7,3.8,1
51.0,338.0,49,4.53,3.1955668310000003,81.1,1744,12.9,93,69.0,5.26,69.0,3.2,11.0,3.6,1
56.0,344.0,48,4.56,23.101689899999997,81.1,4174,12.5,93,62.0,4.85,62.0,3.6,11.2,3.5,1
51.0,348.0,48,3.71,19.83929597,81.09999999999998,6074,12.2,92,45.0,5.6,45.0,4.0,11.4,3.4,1
59.6,288.0,21,4.103333333333334,0.0,94.0,9,18.7,31,94.0,7.089333333333333,94.0,0.7,7.3,10.6,1
59.1,297.0,22,0.01,41.25159038,95.0,0,18.2,32,95.0,7.54,95.0,0.7,7.4,10.6,1
58.6,33.0,22,0.01,40.15128458,96.0,0,17.6,32,96.0,8.3,96.0,1.0,7.4,10.5,1
58.0,312.0,22,0.01,38.73170505,96.0,49,17.1,33,96.0,8.21,96.0,1.2,7.5,10.3,1
57.4,321.0,22,4.16,3.595980333,96.0,129,16.6,33,95.0,8.58,96.0,1.5,7.6,9.9,1
56.8,33.0,23,4.16,31.14187566,96.0,495,16.1,34,94.0,8.82,96.0,1.9,7.7,9.3,1
56.2,338.0,23,4.05,2.030494673,94.0,305,15.7,34,96.0,6.96,94.0,2.4,7.8,8.6,1
55.3,35.0,23,4.33,15.99415192,92.0,173,15.2,35,89.0,7.86,92.0,2.9,7.9,7.9,1
54.8,355.0,24,4.54,1.72659515,99.0,43,14.8,36,93.0,1.3,99.0,3.4,8.0,7.2,1
54.1,361.0,24,4.5,21.24915339,92.0,784,14.5,36,88.0,11.49,92.0,3.8,8.1,5.9,1
53.4,369.0,24,5.54,1.7474409480000002,87.0,0,14.1,37,82.0,9.84,87.0,4.3,8.2,5.6,1
52.6,378.0,24,5.72,11.22655347,83.0,2,13.8,38,76.0,7.1,83.0,4.8,8.4,5.2,1
51.9,387.0,24,5.84,6.545263633999999,93.33333333333333,224,13.5,38,75.0,5.25,82.0,5.1,8.5,4.7,1
51.5,387.0,24,5.98,9.660010196,93.33333333333333,1016,13.3,39,74.0,5.15,81.0,5.2,8.7,4.4,1
51.3,385.0,25,6.09,10.61917585,93.33333333333333,0,13.0,40,72.0,4.96,81.0,5.3,8.8,4.5,1
58.0,386.0,25,6.61,9.696689164,93.33333333333331,18363,12.8,41,71.0,4.98,8.0,5.2,9.0,4.5,1
53.3,397.0,57,2.8373333333333335,0.0,83.0,65,28.0,79,81.0,5.723333333333333,83.0,1.9,5.5,11.081979927007296,1
52.8,47.0,58,0.01,0.0,76.0,50,27.4,80,76.0,5.72,76.0,2.0,5.6,11.081979927007296,1
52.3,412.0,59,3.15,0.0,8.0,48,26.8,81,79.0,5.81,8.0,2.4,5.8,11.081979927007296,1
52.0,415.0,59,3.24,0.0,82.0,137,26.2,82,83.0,6.14,82.0,2.9,5.9,11.081979927007296,1
51.7,419.0,60,3.13,0.0,62.0,628,25.6,83,58.0,6.42,62.0,3.3,6.1,11.081979927007296,1
51.5,417.0,60,3.15,0.0,85.0,441,25.0,84,81.0,6.32,85.0,3.3,6.3,11.081979927007296,1
51.0,426.0,60,2.92,0.0,81.0,183,24.4,84,77.0,6.41,81.0,3.7,6.5,11.081979927007296,1
54.0,437.0,60,2.69,0.0,74.0,12,23.8,85,58.0,6.21,74.0,4.1,6.6,11.081979927007296,1
49.9,443.0,61,2.58,0.0,76.0,5,23.2,87,75.0,6.35,76.0,5.3,6.8,11.081979927007296,1
49.4,452.0,62,2.65,0.0,77.0,11,22.6,89,76.0,5.87,77.0,5.8,7.0,11.081979927007296,1
48.7,466.0,63,3.11,0.0,76.0,115,22.1,90,87.0,5.39,76.0,6.1,7.2,11.081979927007296,1
48.2,472.0,64,3.08,0.0,67.0,3466,21.5,91,76.0,5.24,67.0,6.5,7.3,11.081979927007296,1
48.0,473.0,64,3.12,0.0,63.0,4770,2.9,92,68.0,4.65,61.0,6.7,7.5,11.081979927007296,1
47.7,473.0,65,3.13,0.0,48.0,5882,2.4,93,7.0,4.47,64.0,6.9,7.7,11.081979927007296,1
47.8,467.0,65,3.15,0.0,1.0,5790,19.9,94,7.0,4.85,66.0,7.0,7.9,11.081979927007296,1
47.9,461.0,67,3.45,0.0,63.93333333333333,5729,19.4,95,66.0,6.0,65.0,7.1,8.1,11.081979927007296,1
73.3,114.0,0,3.448,0.0,96.0,0,31.3,0,93.0,4.755333333333334,93.0,0.2,6.6,13.5,1
73.0,117.0,0,0.01,414.0242418,97.0,0,3.5,0,95.0,4.76,95.0,0.2,6.8,13.5,1
72.8,12.0,0,0.01,325.6298627,94.0,0,29.7,0,93.0,4.29,93.0,0.2,6.9,13.6,1
72.7,121.0,0,0.01,33.55888998,94.0,0,29.0,0,94.0,4.61,94.0,0.3,7.1,13.2,1
72.6,122.0,0,5.07,4.409153436,9.0,0,28.2,0,9.0,4.6,9.0,0.3,7.3,13.1,1
72.5,123.0,0,4.75,286.89073030000003,98.0,0,27.5,0,99.0,4.83,99.0,0.4,7.4,12.7,1
72.4,124.0,0,4.45,339.97773639999997,98.0,0,26.8,0,99.0,4.24,99.0,0.4,7.6,12.4,1
72.4,124.0,0,4.16,360.6208825,98.0,0,26.2,0,99.0,3.96,99.0,0.4,7.8,12.2,1
72.3,126.0,0,5.28,345.46371400000004,96.0,0,25.5,0,98.0,4.3,98.0,0.6,8.1,11.9,1
72.1,129.0,0,4.25,26.45133197,95.0,0,24.9,0,97.0,5.11,96.0,0.6,8.3,11.9,1
71.8,134.0,0,4.26,3.349816965,93.0,0,24.3,0,95.0,4.86,95.0,0.8,8.5,11.2,1
71.4,14.0,0,4.19,240.139715,91.0,0,23.7,0,94.0,5.6,93.0,0.8,8.7,11.1,1
71.1,144.0,0,4.16,209.0865,66.0,0,23.2,0,93.0,5.0,92.0,0.9,8.9,11.3,1
77.0,148.0,0,3.82,155.2072669,4.0,0,22.6,0,92.0,5.17,91.0,0.8,9.2,11.3,1
73.0,152.0,0,3.81,150.7434862,80.64285714285714,0,22.1,0,91.0,5.19,9.0,0.8,9.4,11.0,1
69.9,155.0,0,3.49,122.5744699,80.64285714285714,2,21.5,0,9.0,4.81,9.0,0.8,9.6,11.3,1
68.7,174.0,10,1.4860000000000002,0.0,89.0,0,19.6,12,87.0,5.740666666666668,89.0,0.2,1.9,10.9,1
68.3,179.0,11,0.01,12.17952064,88.0,0,18.9,12,87.0,5.68,88.0,0.2,1.9,10.9,1
67.8,183.0,11,0.01,8.758214537999999,83.0,0,18.2,13,66.0,5.93,83.0,0.2,11.0,10.8,1
67.4,186.0,12,0.01,6.914723982999999,86.0,15,17.6,14,84.0,6.24,86.0,0.3,11.0,10.7,1
67.0,19.0,13,2.12,60.18591771,88.0,722,17.0,15,87.0,5.64,88.0,0.3,11.0,10.7,1
66.6,192.0,14,2.2,56.88416481,89.0,1156,16.4,16,88.0,5.95,89.0,0.5,11.0,10.6,1
66.1,195.0,15,2.13,48.35423978,92.0,4779,15.9,17,95.0,6.36,94.0,0.6,11.1,10.5,1
65.6,199.0,16,2.24,53.10009046,91.0,4211,15.3,18,91.0,5.55,91.0,0.7,11.2,10.5,1
65.0,24.0,16,2.08,57.73516711,82.0,394,14.8,20,82.0,3.75,82.0,0.9,11.3,10.3,1
64.1,216.0,17,2.03,51.50447119,8.0,188,14.3,21,8.0,4.48,8.0,1.1,11.4,10.1,1
62.9,234.0,18,1.99,62.21817261,79.6,264,13.9,22,82.0,5.84,82.0,1.4,11.5,10.0,1
61.5,253.0,19,1.38,8.38611924,79.60000000000001,352,13.5,24,86.0,6.43,85.0,1.7,11.6,9.7,1
63.0,268.0,21,1.44,55.59543946,79.60000000000001,653,13.1,26,69.0,6.74,69.0,1.9,11.6,9.3,1
59.3,273.0,23,1.43,30.91060554,79.6,1361,12.8,29,54.0,5.95,54.0,2.1,11.6,8.2,1
58.5,273.0,25,1.71,27.68971051,79.6,3761,12.4,33,59.0,5.7,6.0,2.2,11.6,7.6,1
57.7,274.0,27,1.51,0.328418056,79.59999999999998,12237,12.1,36,62.0,5.87,59.0,2.1,11.6,7.2,1
57.3,357.0,45,4.141333333333334,0.0,84.0,1809,29.0,68,83.0,4.719333333333334,84.0,3.5,5.6,10.4,1
56.7,366.0,47,0.01,61.39263642,87.0,831,28.4,71,86.0,4.1,87.0,3.7,5.7,10.4,1
56.4,364.0,48,0.01,63.07890158,89.0,760,27.8,73,88.0,4.29,89.0,4.0,5.8,10.4,1
55.9,369.0,50,0.01,68.55839112,85.0,609,27.2,76,85.0,4.34,85.0,4.6,5.9,10.4,1
55.6,371.0,51,6.19,83.18071241,82.0,504,26.6,79,8.0,3.96,82.0,4.9,6.0,10.0,1
55.3,37.0,53,6.15,100.89874509999999,84.0,240,26.0,82,83.0,5.28,84.0,5.5,6.1,9.7,1
54.8,373.0,54,5.89,9.042540892,8.0,251,25.4,85,79.0,5.7,8.0,6.3,6.3,9.2,1
54.2,382.0,56,5.9,68.70730440000001,84.0,495,24.9,87,82.0,5.18,84.0,6.7,6.4,8.8,1
53.6,395.0,57,5.44,7.5628929220000005,82.0,100,24.4,89,81.0,4.76,82.0,7.0,6.6,8.0,1
53.3,394.0,58,5.22,0.962497052,81.0,196,23.8,91,78.0,4.69,81.0,7.2,6.7,8.2,1
52.8,4.0,58,5.03,73.03276195,79.0,605,23.3,93,79.0,4.75,8.0,7.4,6.9,8.3,1
52.1,412.0,59,4.71,7.177302132,76.81818181818181,358,22.8,94,72.0,4.73,73.0,7.5,7.0,8.2,1
51.8,412.0,60,4.64,67.63925302,76.81818181818181,899,22.3,95,72.0,4.97,73.0,7.7,7.2,8.1,1
51.6,47.0,60,4.58,53.70597428,76.81818181818181,1448,21.8,97,66.0,4.86,66.0,7.8,7.4,8.4,1
51.5,41.0,61,4.43,41.73629221,76.8181818181818,23934,21.3,99,61.0,4.7,63.0,7.9,7.5,7.1,1
51.4,394.0,62,3.91,4.7205935310000005,76.8181818181818,14629,2.9,100,57.0,4.48,62.0,7.7,7.7,6.9,1
52.5,397.0,15,1.2313333333333334,0.0,47.0,150,22.7,21,47.0,4.039333333333334,47.0,4.4,8.2,7.1,1
58.0,437.0,15,0.01,53.43964323,47.0,210,22.1,22,47.0,4.2,47.0,4.5,8.4,7.1,1
49.9,451.0,16,0.01,52.37766601,23.0,596,21.6,23,23.0,3.82,23.0,5.1,8.5,7.1,1
53.0,439.0,16,0.01,7.3448082139999995,47.0,141,21.2,23,47.0,3.62,47.0,5.1,8.7,7.1,1
49.8,443.0,16,1.66,58.52947463,47.0,679,2.7,24,47.0,3.73,47.0,5.8,8.8,6.8,1
49.2,446.0,17,1.67,43.48359197,45.0,2,2.2,24,46.0,3.9,45.0,6.6,9.0,6.6,1
48.6,453.0,17,1.56,40.45156933,42.0,11,19.8,25,45.0,3.58,42.0,7.3,9.1,6.4,1
47.6,477.0,17,1.52,67.34137528,42.57142857142857,12,19.4,25,46.0,4.3,45.0,8.3,9.3,6.3,1
46.8,495.0,17,1.5,60.04884821,42.57142857142857,49,19.0,26,46.0,4.4,48.0,9.0,9.4,6.2,1
46.3,56.0,17,1.54,46.90117916,42.57142857142857,3,18.6,26,47.0,3.99,51.0,10.0,9.6,6.0,1
45.9,511.0,17,1.5,40.92207976,42.57142857142857,471,18.2,26,47.0,4.29,54.0,11.2,9.7,5.9,1
45.7,512.0,17,1.5,41.50111735,42.57142857142856,1233,17.9,26,45.0,4.1,51.0,12.0,9.9,5.7,1
45.7,51.0,17,1.49,46.11619441,42.57142857142856,652,17.5,26,44.0,4.31,47.0,12.8,1.0,5.6,1
45.6,58.0,17,1.47,31.5941587,42.57142857142856,938,17.2,25,42.0,4.16,44.0,13.4,1.2,5.4,1
45.6,54.0,17,1.52,33.65315697,42.57142857142856,2837,16.8,25,4.0,3.95,4.0,13.9,1.4,5.3,1
46.0,49.0,16,1.51,30.78382657,42.57142857142856,3207,16.5,25,38.0,4.24,37.0,14.3,1.5,5.2,1
53.1,356.0,46,0.41133333333333333,0.0,46.0,418,19.1,77,52.0,4.379333333333333,46.0,2.8,8.5,7.3,1
52.6,362.0,46,0.01,11.3020668,37.0,1275,18.7,78,44.0,3.62,37.0,2.9,8.7,7.3,1
52.2,366.0,46,0.64,76.52382535,39.0,226,18.2,78,46.0,3.42,39.0,3.1,8.8,7.3,1
51.8,367.0,46,0.62,57.8242709,4.0,120,17.9,79,51.0,3.0,4.0,3.6,9.0,7.3,1
51.6,365.0,46,0.56,67.76269089,33.0,8650,17.5,79,4.0,3.17,33.0,3.9,9.2,6.7,1
51.2,364.0,46,0.5,43.57328908,39.0,194,17.1,80,43.0,2.95,39.0,4.1,9.4,6.7,1
57.0,37.0,46,0.47,4.982900401,24.0,165,16.7,80,32.0,3.31,24.0,4.4,9.6,6.3,1
49.6,394.0,46,0.45,49.09198224,17.0,63,16.4,80,3.0,2.92,19.0,4.7,9.8,6.0,1
49.4,394.0,46,0.42,5.9629235320000005,29.875,441,16.1,80,38.0,3.35,28.0,4.9,1.0,5.7,1
48.5,414.0,45,0.41,62.67225971,29.875,1594,15.7,80,49.0,3.32,4.0,5.1,1.3,5.5,1
48.6,46.0,45,0.42,8.936064632,29.875,2,15.4,79,37.0,3.91,25.0,5.2,1.5,5.6,1
48.5,45.0,44,0.34,72.38451279,29.875,10324,15.1,78,31.0,5.72,21.0,5.2,1.7,5.6,1
48.4,43.0,44,0.42,3.979243535,29.875,15801,14.8,77,36.0,5.49,23.0,5.1,1.9,5.4,1
48.1,43.0,43,0.36,3.039691193,29.875,7277,14.4,76,31.0,8.33,25.0,5.0,11.1,5.1,1
48.0,4.0,42,0.3,26.87439074,29.875,24908,14.1,75,26.0,6.9,26.0,4.8,11.3,4.9,1
47.6,44.0,41,0.25,21.52701616,29.875,3546,13.9,74,3.0,6.28,36.0,4.6,11.5,4.7,1
85.0,82.0,2,6.978,0.0,97.0,9,63.8,2,96.0,6.911333333333334,96.0,0.1,0.8,16.3,1
83.0,83.0,2,7.16,2352.9995910000002,95.0,0,63.1,2,95.0,7.79,95.0,0.1,0.8,16.2,1
81.0,84.0,2,7.2,2442.222054,9.0,0,62.5,2,9.0,7.53,91.0,0.1,0.8,15.6,1
