status,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_b,measles,bmi,under-five_deaths,polio,total_expenditure,diphtheria,hiv/aids,thinness_1-19_years,schooling
Developing,72.1,168.0,0,3.94,479.9234077,97.0,7,28.0,0,97.0,4.47,97.0,0.1,7.7,13.0
Developing,71.9,168.0,0,4.16,509.3899943,98.0,28,27.5,0,98.0,4.29,98.0,0.1,7.8,12.8
Developing,71.5,174.0,0,4.08,407.779262,97.0,777,26.9,0,99.0,4.15,99.0,0.1,7.9,12.6
Developing,71.5,179.0,0,4.14,369.6317105,88.0,0,26.4,0,88.0,4.24,88.0,0.1,7.9,12.5
Developing,71.5,177.0,0,4.38,70.15536981,92.0,0,25.8,0,93.0,3.87,92.0,0.1,8.0,12.2
Developing,71.0,177.0,0,4.6,336.32133260000006,88.0,0,25.3,0,88.0,3.78,88.0,0.1,8.1,12.1
Developing,76.7,122.0,30,5.114,0.0,82.0,0,63.5,35,87.0,6.074,87.0,0.1,1.5,13.3
Developing,76.6,122.0,31,5.26,168.173753,84.0,3,62.8,36,87.0,6.3,87.0,0.1,1.6,13.1
Developing,76.6,12.0,32,5.23,150.408875,82.0,0,62.1,37,83.0,6.3,83.0,0.1,1.6,12.9
Developing,76.3,123.0,33,5.29,112.69648600000001,99.0,0,61.5,38,99.0,6.21,99.0,0.1,1.6,12.7
Developing,76.1,124.0,34,5.3,1117.196097,98.0,3,6.8,39,97.0,6.4,97.0,0.1,1.6,12.6
Developing,75.6,127.0,35,5.21,1033.0397369999998,93.0,0,6.1,40,95.0,6.39,95.0,0.1,1.6,12.5
Developing,75.7,13.0,36,5.27,881.7364326999999,95.0,0,59.4,42,95.0,6.6,95.0,0.1,1.7,12.5
Developing,75.6,127.0,37,5.36,159.87722639999998,97.0,0,58.7,43,96.0,6.6,96.0,0.1,1.7,12.3
Developing,76.0,123.0,38,5.35,105.74761310000001,98.0,0,57.9,45,98.0,5.92,98.0,0.1,1.7,12.3
Developing,75.8,125.0,40,5.11,980.2537444,98.0,23,57.2,47,98.0,5.83,98.0,0.1,1.8,12.2
Developing,75.3,126.0,42,4.93,998.3498049000001,98.0,6,56.4,49,98.0,6.4,98.0,0.1,1.8,12.2
Developing,75.4,124.0,44,4.9,920.8284115,98.0,64,55.7,52,98.0,6.11,98.0,0.1,1.8,12.1
Developing,75.0,127.0,46,4.88,781.2062827999999,98.0,44,54.9,55,98.0,6.2,98.0,0.1,1.9,11.9
Developing,75.0,127.0,49,4.77,12.185972300000001,97.0,0,54.1,58,98.0,5.52,97.0,0.1,1.9,11.6
Developing,75.0,126.0,52,4.86,13.31109532,97.0,3,53.2,62,97.0,5.35,97.0,0.1,1.9,11.6
Developing,74.8,129.0,55,4.99,10.22840118,97.0,30,52.4,66,97.0,4.98,97.0,0.1,2.0,11.4
Developing,69.4,166.0,0,2.1453333333333333,0.0,78.0,0,69.4,0,71.0,11.056,72.0,0.1,0.2,11.7
Developing,69.4,164.0,0,1.58,0.0,81.0,140,68.7,0,76.0,13.71,77.0,0.1,0.2,11.7
Developing,69.2,166.0,0,1.67,0.0,83.0,0,68.1,0,81.0,13.38,81.0,0.1,0.2,11.7
Developing,69.0,168.0,0,2.98,0.0,82.0,0,67.5,0,81.0,12.77,81.0,0.1,0.2,11.7
Developing,68.9,169.0,0,1.89,0.0,83.0,0,67.0,0,83.0,13.76,84.0,0.1,0.2,11.7
Developing,68.7,171.0,0,1.76,0.0,88.0,0,66.4,0,85.0,13.83,85.0,0.1,0.2,11.5
Developing,68.5,172.0,0,2.06,0.0,89.0,0,65.8,0,81.0,13.44,91.0,0.1,0.2,11.4
Developing,68.4,174.0,0,1.97,0.0,89.0,0,65.2,0,88.0,12.94,85.0,0.1,0.2,11.2
Developing,68.2,175.0,0,1.64,0.0,9.0,0,64.7,0,79.0,11.99,79.0,0.1,0.2,11.0
Developing,68.0,176.0,0,1.73,0.0,84.0,0,64.1,0,81.0,11.92,67.0,0.1,0.2,10.9
Developing,67.9,178.0,0,1.9,0.0,91.0,0,63.6,0,94.0,12.11,94.0,0.1,0.2,10.7
Developing,67.7,179.0,0,2.02,0.0,8.0,0,63.2,0,82.0,1.64,78.0,0.1,0.2,10.5
Developing,67.5,18.0,0,3.15,0.0,89.0,0,62.8,0,88.0,9.69,92.0,0.1,0.2,10.4
Developing,66.2,21.0,0,2.78,0.0,85.0,0,62.4,0,84.0,8.2,84.0,0.1,0.2,10.2
Developing,67.2,183.0,0,2.82,0.0,81.0,0,62.0,0,79.0,8.58,75.0,0.1,0.3,10.1
Developing,67.0,185.0,0,2.23,0.0,87.0,0,61.5,0,85.0,7.88,85.0,0.1,0.3,0.0
Developing,68.8,222.0,1,2.3539999999999996,0.0,99.0,20359,52.7,1,99.0,5.180666666666667,99.0,0.1,2.2,14.8
Developing,68.4,225.0,1,0.01,281.0023992,99.0,0,51.5,1,99.0,4.73,99.0,0.1,2.2,14.8
Developing,68.1,227.0,1,0.01,241.1958645,98.0,0,5.4,1,98.0,4.21,98.0,0.1,2.2,14.7
Developing,67.8,231.0,1,0.01,253.8285861,99.0,0,49.2,2,99.0,4.22,99.0,0.1,2.2,14.7
Developing,67.3,235.0,1,0.01,257.8403154,99.0,0,48.0,2,99.0,4.45,99.0,0.1,2.2,14.6
Developing,66.3,25.0,1,5.8,22.31624272,96.0,7,46.9,2,96.0,4.7,96.0,0.1,2.2,14.3
Developing,66.9,235.0,1,4.61,134.1678932,97.0,8,45.9,2,96.0,5.29,95.0,0.1,2.2,13.8
Developing,67.4,225.0,2,4.26,181.0123284,96.0,31,44.9,2,95.0,5.58,96.0,0.1,2.2,13.4
Developing,65.9,26.0,2,3.79,126.698109,98.0,12,43.9,2,99.0,5.6,95.0,0.1,2.2,13.0
Developing,65.0,271.0,2,2.91,122.12064850000002,98.0,26,43.0,2,98.0,4.68,99.0,0.1,2.2,12.7
Developing,64.5,274.0,2,2.75,98.68367951,98.0,0,42.1,2,99.0,5.9,99.0,0.1,2.3,11.8
Developing,64.0,284.0,2,1.75,73.24150483,98.0,0,41.3,2,99.0,5.99,99.0,0.1,2.3,11.2
Developing,64.0,271.0,2,1.31,56.05686428,98.0,18,4.5,2,98.0,6.18,98.0,0.1,2.4,10.5
Developing,63.8,263.0,2,2.43,55.60878216,98.0,1205,39.8,2,98.0,5.81,98.0,0.1,2.4,10.1
Developing,63.2,266.0,2,2.87,61.84921903,95.0,10677,39.1,3,95.0,5.45,95.0,0.1,2.5,9.4
Developing,62.8,274.0,2,2.79,56.431387,93.0,925,38.5,3,94.0,4.92,94.0,0.1,2.6,8.9
Developing,76.1,16.0,0,2.584285714285713,0.0,82.0,0,61.8,0,89.0,7.419333333333335,89.0,0.1,1.8,15.1
Developing,75.9,17.0,0,0.01,726.0291764,87.0,0,61.3,0,91.0,6.42,91.0,0.1,1.8,15.1
Developing,75.8,19.0,0,0.01,707.144691,9.0,0,6.7,0,94.0,6.43,94.0,0.1,1.8,15.1
Developing,75.6,11.0,0,0.01,648.1331781,9.0,0,6.2,0,94.0,7.25,94.0,0.1,1.9,15.1
Developing,75.4,113.0,0,6.56,666.7374371000001,91.0,5,59.7,0,95.0,6.92,95.0,0.1,1.9,15.1
Developing,75.3,115.0,0,6.56,635.4849381,9.0,5,59.1,0,93.0,6.9,94.0,0.1,2.0,15.0
Developing,75.0,117.0,0,6.45,489.6818699,87.0,0,58.5,0,91.0,6.7,92.0,0.1,2.0,14.6
Developing,74.6,121.0,0,6.17,709.1311228,93.0,0,57.8,0,95.0,6.13,95.0,0.1,2.1,14.2
Developing,74.2,125.0,0,4.98,678.5188944,9.0,0,57.2,0,92.0,6.74,92.0,0.1,2.1,13.6
Developing,73.8,13.0,0,5.38,595.7306923,9.0,0,56.5,0,9.0,8.1,9.0,0.1,2.2,13.2
Developing,73.6,133.0,0,2.5842857142857136,527.3076721,48.5,0,55.7,0,84.3,8.46,84.5,0.1,2.3,12.8
Developing,73.5,134.0,0,0.01,57.12190146,48.5,0,55.0,0,84.3,8.45,84.5,0.1,2.3,12.6
Developing,73.5,134.0,0,0.01,495.07829630000003,48.5,0,54.2,0,84.3,8.91,84.5,0.1,2.4,0.0
Developing,73.4,136.0,0,0.01,36.48024032,48.5,0,53.5,0,84.29999999999998,8.33,84.5,0.1,2.5,0.0
Developing,73.3,136.0,0,0.01,33.66981355,48.5,0,52.7,0,84.29999999999998,8.23,84.5,0.1,2.5,0.0
Developing,73.0,144.0,0,0.01,274.5472605,48.5,0,51.9,0,84.29999999999998,7.32,84.5,0.1,2.6,0.0
Developing,74.3,95.0,17,0.5186666666666667,0.0,99.0,17,58.5,20,99.0,5.442666666666668,99.0,0.1,6.4,12.1
Developing,74.1,96.0,18,0.43,198.7343495,99.0,10,57.5,21,99.0,5.91,99.0,0.1,6.4,12.1
Developing,73.9,97.0,18,0.45,179.8598949,99.0,92,56.5,21,99.0,5.94,99.0,0.1,6.4,12.1
Developing,73.6,99.0,19,0.55,19.15853732,99.0,668,55.5,22,99.0,6.15,99.0,0.1,6.3,11.6
Developing,73.3,14.0,19,0.54,22.0945504,98.0,982,54.6,22,98.0,5.99,99.0,0.1,6.3,11.2
Developing,72.8,11.0,20,0.56,183.6592186,98.0,633,53.6,23,99.0,5.86,99.0,0.1,6.3,10.7
Developing,72.3,116.0,20,0.62,188.2902861,98.0,834,52.7,23,99.0,5.67,99.0,0.1,6.4,10.5
Developing,71.8,123.0,21,0.51,171.3658969,97.0,1455,51.7,24,99.0,5.41,99.0,0.1,6.4,10.3
Developing,71.4,128.0,21,0.56,157.6431445,95.0,2248,5.8,25,95.0,5.48,95.0,0.1,6.4,10.0
Developing,71.0,133.0,22,0.58,127.76320049999998,95.0,1217,49.9,25,97.0,5.23,97.0,0.1,6.4,10.0
Developing,77.0,137.0,22,0.47,9.469371264,96.0,0,49.1,26,98.0,5.6,98.0,0.1,6.5,9.8
Developing,72.0,142.0,23,0.56,100.3638322,95.0,6399,48.2,27,97.0,5.22,97.0,0.1,6.5,9.6
Developing,69.9,146.0,24,0.58,88.16506179,9.0,10841,47.3,28,91.0,5.25,91.0,0.1,6.6,9.3
Developing,69.5,15.0,25,0.46,66.72933871,92.0,6000,46.5,29,94.0,5.31,94.0,0.1,6.6,8.8
Developing,69.0,155.0,26,0.46,71.11645,84.0,2724,45.7,30,93.0,4.44,96.0,0.1,6.7,8.5
Developing,68.6,16.0,27,0.45,63.42140024,43.0,7368,44.8,32,95.0,4.18,95.0,0.1,6.7,8.0
Developing,65.8,248.0,2,4.710666666666667,0.0,92.0,212,35.7,3,92.0,7.398666666666667,92.0,2.1,8.2,11.7
Developing,65.9,242.0,2,0.01,751.3982718999999,88.0,477,34.9,3,88.0,8.93,88.0,2.2,8.6,11.7
Developing,66.1,232.0,3,0.01,760.6550553,89.0,1028,34.1,3,89.0,8.53,89.0,2.5,9.0,11.6
Developing,65.8,232.0,3,0.01,796.8734262999999,84.0,86,33.3,4,84.0,8.24,84.0,3.7,9.5,11.5
Developing,64.3,268.0,3,7.84,7.896234931,82.0,79,32.5,4,85.0,8.78,82.0,4.7,9.9,11.5
Developing,63.0,299.0,3,7.58,719.5535161,83.0,3138,31.8,4,83.0,7.89,83.0,6.2,1.4,11.4
Developing,62.4,36.0,3,7.99,575.6748069,86.33333333333333,4076,31.0,4,83.0,8.5,83.0,8.7,1.9,11.4
Developing,61.7,317.0,3,6.28,59.55033546,86.33333333333334,0,3.2,4,83.0,7.15,83.0,11.7,11.5,11.3
Developing,60.0,356.0,3,5.12,62.11039296,86.33333333333334,21,29.4,4,81.0,6.99,86.0,15.2,12.0,11.3
Developing,57.0,431.0,3,4.94,459.15723990000004,86.33333333333334,3,28.7,4,74.0,7.2,86.0,19.2,12.6,11.4
Developing,55.1,477.0,3,4.89,457.7200522,86.33333333333334,4,27.9,4,86.0,7.32,86.0,22.1,13.1,11.6
Developing,54.7,483.0,3,4.8,368.28482579999996,86.33333333333336,4,27.2,4,81.0,6.47,81.0,24.0,13.7,11.7
Developing,55.0,471.0,3,5.28,294.6571552,86.33333333333336,262,26.5,4,82.0,6.52,79.0,24.7,14.2,11.7
Developing,55.7,452.0,3,5.09,203.73228930000002,86.33333333333334,1278,25.8,4,78.0,6.17,77.0,24.6,14.7,11.8
Developing,56.5,426.0,3,5.09,205.80788330000001,86.33333333333334,416,25.1,4,79.0,6.18,78.0,23.9,15.2,11.7
Developing,57.4,41.0,3,5.73,35.80978512,86.33333333333333,469,24.5,4,8.0,6.11,79.0,22.8,15.7,11.5
Developing,74.8,145.0,2,3.5966666666666667,0.0,98.0,0,54.0,2,99.0,6.730666666666666,98.0,0.1,1.8,11.7
Developing,74.5,148.0,2,3.55,473.12381239999996,98.0,0,53.2,3,99.0,9.4,98.0,0.1,1.8,11.6
Developing,73.9,157.0,2,3.58,366.48418039999996,98.0,0,52.4,3,99.0,8.43,98.0,0.1,1.8,11.5
Developing,73.9,157.0,2,3.63,334.81742460000004,98.0,0,51.7,3,99.0,8.4,98.0,0.1,1.8,11.5
Developing,74.5,147.0,3,3.39,321.61325930000004,98.0,0,5.9,3,99.0,6.39,98.0,0.1,1.8,11.5
Developing,73.2,154.0,3,3.38,302.70454110000003,98.0,0,5.2,3,99.0,6.58,98.0,0.1,1.9,11.4
Developing,73.2,163.0,3,3.36,292.75310099999996,98.0,0,49.4,3,99.0,6.82,98.0,0.2,1.9,11.3
Developing,72.5,169.0,3,3.64,275.064434,97.0,0,48.6,3,97.0,6.98,97.0,0.2,1.9,11.1
Developing,72.5,173.0,3,3.83,253.0007812,93.0,0,47.9,4,93.0,6.91,93.0,0.2,2.0,11.0
Developing,73.0,17.0,3,3.69,21.41123529,88.0,0,47.1,4,88.0,6.33,88.0,0.3,2.0,11.0
Developing,71.2,194.0,3,3.7,218.5716179,86.0,0,46.4,4,87.0,6.11,86.0,0.3,2.0,11.0
Developing,71.0,194.0,4,3.81,36.81621175,79.0,0,45.7,4,8.0,6.13,79.0,0.3,2.1,11.0
Developing,76.0,198.0,4,3.77,2.542436908,86.0,0,44.9,5,86.0,6.12,86.0,0.3,2.1,11.0
Developing,75.0,197.0,4,3.5,2.0923438930000002,85.0,0,44.2,5,85.0,5.71,85.0,0.4,2.2,10.7
Developing,73.0,193.0,4,3.51,22.35595448,87.0,0,43.5,5,89.0,5.26,87.0,0.4,2.2,10.4
Developing,73.0,192.0,4,3.61,15.25518816,83.0,0,42.8,5,85.0,5.39,83.0,0.4,2.2,10.1
Developing,54.5,344.0,483,8.646666666666667,0.0,49.0,12423,25.4,747,49.0,3.7106666666666666,49.0,3.7,9.8,10.0
Developing,53.6,362.0,490,0.01,263.2111031,49.0,6855,24.7,759,49.0,3.67,49.0,3.9,1.1,10.0
Developing,53.2,367.0,498,8.3,194.2032879,46.0,52852,24.1,773,46.0,3.7,46.0,3.9,1.4,9.8
Developing,52.7,374.0,505,8.54,204.7186256,42.0,6447,23.5,788,42.0,3.3,42.0,4.4,1.7,9.7
Developing,52.3,375.0,513,8.75,187.5733187,46.0,18843,22.8,802,48.0,3.69,48.0,4.7,11.0,9.6
Developing,52.0,374.0,521,8.9,133.1230872,49.0,8491,22.2,817,54.0,3.47,54.0,4.8,11.3,9.5
Developing,51.6,376.0,527,9.05,14.567646799999999,63.0,1272,21.6,832,66.0,4.24,63.0,4.9,11.7,9.3
Developing,59.0,386.0,536,9.3,105.5910629,41.0,9960,21.0,848,6.0,4.0,53.0,5.0,12.0,9.2
Developing,55.0,388.0,542,9.55,104.4746444,42.0,2613,2.4,863,54.0,4.47,42.0,5.2,12.3,9.1
Developing,49.8,396.0,549,9.66,10.35779424,27.0,704,19.9,879,46.0,3.66,4.0,5.3,12.6,9.0
Developing,49.2,4.0,556,9.71,6.416252787,18.0,110927,19.3,893,45.0,4.11,36.0,5.4,12.9,8.9
Developing,48.5,47.0,563,9.76,57.22555815,42.90909090909091,31521,18.8,907,43.0,4.33,33.0,5.4,13.2,8.5
Developing,48.1,41.0,567,9.75,30.19550849,42.90909090909091,141258,18.3,918,42.0,4.5,29.0,5.4,13.5,8.1
Developing,47.7,49.0,571,9.61,17.137754,42.90909090909091,42007,17.8,928,4.0,2.43,25.0,5.3,13.8,7.7
Developing,47.4,48.0,574,9.58,15.830985,42.9090909090909,168107,17.3,936,36.0,3.25,27.0,5.1,14.1,8.0
Developing,47.1,45.0,576,9.23,22.48177606,42.9090909090909,212183,16.9,943,31.0,2.84,29.0,4.9,14.3,7.6
Developing,76.6,99.0,1,0.5346666666666667,0.0,99.0,0,54.6,1,99.0,2.8766666666666665,99.0,0.1,7.1,13.7
Developing,76.4,11.0,1,0.4,166.1913728,99.0,0,53.5,1,99.0,3.55,99.0,0.1,7.1,13.7
Developing,76.2,12.0,1,0.46,1154.893473,98.0,0,52.8,1,99.0,2.76,98.0,0.1,7.0,13.7
Developing,76.0,14.0,1,0.51,1055.835493,98.0,13,52.3,1,99.0,2.52,98.0,0.1,7.0,13.7
Developing,75.8,15.0,1,0.54,158.27708,99.0,5,52.0,1,99.0,2.49,99.0,0.1,6.9,13.6
Developing,75.6,16.0,1,0.56,129.2260751,99.0,3,51.8,1,99.0,2.74,99.0,0.1,6.9,13.5
Developing,75.4,18.0,1,0.56,1040.6294619999999,98.0,19,51.5,1,96.0,2.83,98.0,0.1,6.9,12.4
Developing,75.2,19.0,1,0.57,123.09662979999999,99.0,18,51.1,1,97.0,2.1,99.0,0.1,6.9,11.9
Developing,74.9,113.0,1,0.57,88.45038011,99.0,24,5.6,1,97.0,2.43,99.0,0.1,7.0,11.5
Developing,74.7,115.0,1,0.58,78.51141,99.0,13,5.1,1,98.0,2.31,98.0,0.1,7.0,11.6
Developing,74.3,118.0,1,0.63,854.0115758,99.0,25,49.5,1,99.0,2.59,99.0,0.1,7.0,11.5
Developing,74.0,122.0,1,0.61,70.46762486,99.0,18,48.9,1,99.0,2.98,99.0,0.1,7.1,11.5
Developing,73.6,127.0,1,0.56,65.65631302,99.0,1,48.1,1,99.0,3.17,99.0,0.1,7.1,11.2
Developing,73.3,13.0,1,0.54,585.9170945000001,99.0,5,47.3,1,99.0,3.18,99.0,0.1,7.1,11.0
Developing,72.9,134.0,1,0.55,564.5425663,99.0,15,46.5,1,99.0,3.8,99.0,0.1,7.1,10.7
Developing,72.6,138.0,1,0.38,62.86657508,99.0,15,45.9,1,99.0,3.7,99.0,0.1,7.2,10.4
Developing,66.4,161.0,352,0.026000000000000006,0.0,72.0,386,25.4,433,72.0,2.9039999999999995,72.0,0.1,19.2,8.1
Developing,66.2,162.0,359,0.01,62.29361092,72.0,1370,24.7,442,72.0,2.61,72.0,0.1,19.4,7.8
Developing,66.0,163.0,365,0.04,60.18648815,72.0,8749,23.9,450,72.0,2.7,72.0,0.1,19.6,7.7
Developing,65.7,165.0,369,0.04,59.65900139,72.0,8046,23.2,456,72.0,2.76,72.0,0.1,19.8,7.6
Developing,65.5,167.0,371,0.04,57.87736282,74.0,4386,22.5,459,75.0,3.1,74.0,0.1,2.0,7.5
Developing,65.1,172.0,372,0.04,0.66751505,82.0,4321,21.9,461,82.0,3.2,82.0,0.1,2.2,7.5
Developing,64.8,175.0,371,0.03,0.6972155809999999,78.0,863,21.3,460,7.0,2.94,71.0,0.1,2.5,7.3
Developing,64.6,177.0,369,0.03,5.447133608,65.0,1129,2.6,460,7.0,3.26,62.0,0.1,2.7,7.3
Developing,64.4,178.0,367,0.03,3.9127445169999997,75.0,2801,2.1,459,75.0,3.35,75.0,0.1,2.8,6.7
Developing,64.2,179.0,365,0.03,40.36829999,78.0,7641,19.5,458,77.0,3.4,78.0,0.1,21.0,6.5
Developing,62.9,2.0,364,0.04,30.59320769,7.0,2981,18.9,459,78.0,2.91,77.0,0.1,21.2,6.1
Developing,63.7,183.0,364,0.01,28.98323119,65.0,4248,18.4,461,65.0,2.56,65.0,0.1,21.4,5.6
Developing,63.5,185.0,366,0.01,24.23455671,63.0,4740,17.9,466,69.0,2.61,67.0,0.1,21.6,5.6
Developing,63.2,187.0,371,0.01,22.39387584,67.3076923076923,3903,17.4,474,71.0,2.76,68.0,0.1,21.8,5.5
Developing,63.0,189.0,377,0.01,1.766663097,67.3076923076923,3849,16.9,483,68.0,2.61,65.0,0.1,22.0,5.4
Developing,62.8,19.0,385,0.02,18.84534312,67.3076923076923,2064,16.4,495,65.0,2.79,62.0,0.1,22.2,5.3
Developing,77.8,118.0,1,6.212,0.0,73.0,0,57.8,1,72.0,7.722,73.0,0.1,1.9,13.0
Developing,77.6,119.0,1,6.74,1842.463782,8.0,0,57.1,1,8.0,8.3,8.0,0.1,1.9,13.0
Developing,77.5,118.0,1,6.89,1694.467075,8.0,0,56.3,1,81.0,8.9,8.0,0.1,1.9,12.9
Developing,77.2,12.0,1,6.95,201.7490628,85.0,0,55.6,1,87.0,7.25,85.0,0.1,1.9,12.8
Developing,77.3,121.0,1,6.9,119.21242749999999,87.0,4,54.9,1,91.0,7.5,87.0,0.1,2.0,12.9
Developing,76.5,122.0,1,6.94,1199.319976,94.0,0,54.2,2,95.0,8.5,94.0,0.1,2.0,12.8
Developing,76.8,127.0,1,6.87,1092.155356,85.0,0,53.4,2,85.0,7.56,85.0,0.1,2.0,12.8
Developing,76.5,127.0,1,6.74,956.8229765000001,86.0,0,52.7,2,86.0,6.75,86.0,0.1,2.0,12.8
Developing,76.4,124.0,1,6.16,76.2508038,85.0,0,51.9,2,84.0,6.31,85.0,0.2,2.1,12.9
Developing,76.2,125.0,1,5.72,631.1251711,88.0,0,51.1,2,98.0,7.0,88.0,0.1,2.1,12.9
Developing,75.8,122.0,1,5.53,623.9100503,92.0,0,5.3,2,88.0,7.48,92.0,0.1,2.1,12.9
Developing,75.8,123.0,1,5.69,527.60848,95.0,0,49.5,2,92.0,8.9,95.0,0.2,2.2,12.8
Developing,75.5,126.0,1,5.52,58.45976019,98.0,0,48.6,2,95.0,7.6,98.0,0.1,2.2,12.8
Developing,75.7,125.0,1,5.52,78.80940216,98.0,0,47.8,2,99.0,8.3,99.0,0.2,2.3,12.6
Developing,75.5,124.0,2,5.43,7.320514461,98.0,0,46.9,2,95.0,7.72,99.0,0.1,2.3,12.4
Developing,75.7,121.0,2,5.58,9.87102142,78.66666666666667,0,45.9,2,99.0,7.76,98.0,0.2,2.4,12.1
Developing,62.9,275.0,10,0.5806666666666666,0.0,67.0,38,48.6,12,74.0,5.462666666666667,73.0,0.6,1.3,10.0
Developing,62.7,278.0,10,0.01,208.2311603,67.0,2299,47.9,13,64.0,4.26,73.0,0.7,1.3,10.0
Developing,62.4,281.0,10,0.01,25.70881695,73.0,12,47.2,13,8.0,4.78,79.0,0.8,1.3,10.0
Developing,62.2,284.0,10,0.01,31.6357652,68.0,0,46.4,13,81.0,4.55,74.0,1.0,1.3,9.9
Developing,62.0,285.0,10,0.88,23.40731286,66.0,0,45.7,13,69.0,4.94,72.0,1.0,1.3,9.9
Developing,61.8,286.0,10,0.79,18.99961966,56.0,0,44.9,14,72.0,4.18,67.0,1.1,1.4,9.6
Developing,61.6,288.0,11,0.82,20.53327531,66.0,0,44.2,14,79.0,4.36,73.0,1.1,1.4,9.2
Developing,61.4,29.0,11,0.81,103.7277727,59.0,0,43.4,14,76.0,4.6,63.0,1.3,1.4,8.9
Developing,61.1,295.0,11,0.71,85.7175381,61.0,0,42.7,14,72.0,4.4,71.0,1.4,1.4,8.6
Developing,68.0,299.0,11,0.64,126.61421370000001,71.0,1,41.9,14,67.0,5.92,72.0,1.5,1.4,8.2
Developing,64.0,37.0,11,0.84,12.05551997,63.0,1222,41.1,15,61.0,6.42,72.0,1.5,1.4,7.9
Developing,59.9,314.0,11,0.58,158.001946,6.0,1385,4.4,15,59.0,8.39,62.0,1.5,1.5,7.6
Developing,59.6,321.0,11,0.59,124.3789361,67.0,3863,39.6,14,62.0,6.79,68.0,1.4,1.5,7.2
Developing,59.3,327.0,11,0.61,110.98030619999999,6.0,17620,38.9,14,54.0,7.69,61.0,1.4,1.5,6.9
Developing,59.1,331.0,11,0.68,93.37278497,59.0,4023,38.2,14,52.0,6.68,55.0,1.3,1.5,6.6
Developing,58.9,335.0,11,0.73,62.56273841,57.0,7135,37.5,14,51.0,3.98,59.0,1.1,1.6,6.2
Developing,74.0,146.0,2,5.527333333333334,0.0,93.0,0,5.2,3,89.0,6.778666666666665,93.0,0.2,2.0,12.3
Developing,73.9,147.0,3,0.01,561.7684701000001,87.0,0,49.4,3,83.0,9.81,87.0,0.2,2.0,12.3
Developing,73.8,148.0,3,5.03,573.4346982000001,86.0,0,48.6,3,8.0,1.49,86.0,0.2,2.0,12.3
Developing,73.6,148.0,3,5.36,441.8446244,87.0,0,47.9,3,83.0,1.33,87.0,0.1,2.0,12.3
Developing,73.4,15.0,3,5.79,472.1932825,89.0,0,47.1,3,84.0,9.42,89.0,0.1,2.1,12.3
Developing,73.2,152.0,3,5.65,359.9760397,89.0,0,46.4,3,85.0,9.1,89.0,0.1,2.1,12.4
Developing,73.0,155.0,3,5.39,30.93519548,85.0,0,45.6,3,81.0,9.14,85.0,0.1,2.1,12.1
Developing,72.7,157.0,3,6.14,34.73924576,87.0,0,44.9,4,85.0,7.6,89.0,0.1,2.1,11.9
Developing,72.5,159.0,3,5.61,318.6201852,86.0,0,44.2,4,95.0,6.41,95.0,0.1,2.2,12.0
Developing,72.3,161.0,3,5.61,26.18072382,92.0,0,43.5,4,98.0,6.43,98.0,0.2,2.2,12.1
Developing,72.1,163.0,3,6.38,20.68037294,92.0,0,42.8,4,96.0,6.7,96.0,0.2,2.3,12.3
Developing,71.9,165.0,3,6.2,20.60083027,9.0,0,42.0,4,92.0,5.78,92.0,0.2,2.3,12.1
Developing,71.7,166.0,4,6.64,155.4233076,86.0,0,41.3,4,86.0,5.99,86.0,0.1,2.4,12.7
Developing,71.5,168.0,4,5.66,152.8293973,82.15384615384616,0,4.6,4,87.0,6.77,87.0,0.1,2.4,12.2
Developing,71.2,17.0,4,6.66,233.8488603,82.15384615384616,0,39.8,5,9.0,7.61,89.0,0.1,2.5,11.8
Developing,79.0,172.0,4,6.78,273.57587689999997,82.15384615384616,0,39.1,5,86.0,8.1,86.0,0.1,2.5,11.6
Developing,75.5,123.0,8,4.278666666666666,0.0,9.0,4,55.6,10,88.0,4.926666666666667,9.0,0.1,1.1,13.4
Developing,75.3,125.0,8,0.01,973.728675,88.0,0,54.9,10,78.0,5.47,88.0,0.1,1.1,13.4
Developing,75.3,125.0,8,5.38,946.6521164999999,88.0,0,54.2,11,71.0,5.23,88.0,0.1,1.1,13.4
Developing,74.9,129.0,9,5.14,885.9858185,95.0,0,53.6,11,94.0,5.18,95.0,0.1,1.1,13.4
Developing,74.5,133.0,9,4.83,759.5380695,91.0,0,52.9,12,91.0,4.93,91.0,0.2,1.1,13.4
Developing,73.7,14.0,10,4.72,69.43934508,93.0,0,52.2,12,92.0,5.3,93.0,0.2,1.1,13.3
Developing,73.8,14.0,10,4.69,570.4532468,93.0,0,51.5,13,92.0,5.36,93.0,0.3,1.2,13.3
Developing,73.9,138.0,11,4.85,58.498974200000006,93.0,1,5.8,14,93.0,4.73,93.0,0.3,1.2,13.2
Developing,74.0,133.0,11,4.29,516.4037021,93.0,0,5.2,15,93.0,4.6,93.0,0.3,1.2,13.2
Developing,74.2,134.0,12,4.22,448.76704620000004,94.0,0,49.5,15,94.0,4.47,94.0,0.4,1.2,13.0
Developing,72.8,148.0,13,4.44,411.56456529999997,94.0,0,48.8,16,66.0,4.72,77.0,0.4,1.3,13.0
Developing,72.2,151.0,14,4.27,356.9393805,92.0,0,48.1,18,81.0,4.56,86.0,0.4,1.3,12.8
Developing,72.1,152.0,15,4.5,34.70333523,65.0,0,47.4,19,95.0,4.6,94.0,0.4,1.3,13.3
